length,price_change,max_price,min_price,volatility,avg_volume,trend_slope,normalized_series,segment_id,start_date,end_date,code
2,0.059859859859859754,52.94,49.95,,17276750.0,1.4949999999999974,[0. 1.],0,2024-09-02,2024-09-03,688008
6,-0.0053753119600691325,52.09,51.3,0.006043378999561929,7986955.833333333,-0.046666666666666856,[1.         0.88607595 0.55696203 0.         0.25316456 0.64556962],1,2024-09-04,2024-09-11,688008
5,-0.031634446397188,51.21,48.96,0.0197904904234576,10335797.6,-0.3239999999999995,[1.         0.93777778 0.15111111 0.         0.28      ],2,2024-09-12,2024-09-20,688008
2,0.03154639175257734,50.03,48.5,,13671292.5,0.7650000000000006,[0. 1.],3,2024-09-23,2024-09-24,688008
5,0.6080945702264078,80.26,49.91,0.07106969721356773,46681956.0,6.070000000000002,[0.         0.07808896 0.23360791 0.55914333 1.        ],4,2024-09-25,2024-10-08,688008
4,-0.14640989669684976,78.41,65.52,0.06279180161997935,70762904.0,-2.8699999999999974,[1.         0.41660202 0.         0.10938712],5,2024-10-09,2024-10-14,688008
6,0.09138461538461536,70.94,61.34,0.06310827388599503,62593675.333333336,0.9899999999999997,[0.38125    0.1        0.         0.79270833 0.89479167 1.        ],6,2024-10-15,2024-10-22,688008
3,0.01981063364894391,70.01,68.65,0.006745343544356863,43348504.0,0.45333333333333314,[0.         0.25735294 1.        ],7,2024-10-23,2024-10-25,688008
3,-0.0001447387465625288,69.09,67.92,0.024051070237888408,35632842.666666664,-0.0033333333333350388,[1.         0.         0.99145299],8,2024-10-28,2024-10-30,688008
4,0.008624470106709596,69.0,64.55,0.05326636916428069,45851538.0,0.14750000000000085,[0.86741573 0.         0.33707865 1.        ],9,2024-10-31,2024-11-05,688008
4,0.14195906432748528,78.11,68.4,0.053296568133703946,60572234.0,2.4274999999999984,[0.         0.20391349 0.22966014 1.        ],10,2024-11-06,2024-11-11,688008
2,0.013306451612903156,75.39,74.4,,54382570.0,0.49499999999999744,[0. 1.],11,2024-11-12,2024-11-13,688008
4,-0.04937238493723858,71.7,66.2,0.03974471385313944,36042368.0,-0.8850000000000016,[1.         0.46       0.         0.35636364],12,2024-11-14,2024-11-19,688008
6,-0.018687463213655036,67.96,63.11,0.03956692997643298,27771601.666666668,-0.211666666666666,[1.         0.9257732  0.16494845 0.10721649 0.         0.73814433],13,2024-11-20,2024-11-27,688008
3,0.03923631990378833,69.13,66.52,0.009223257589195245,28492772.0,0.8699999999999998,[0.         0.32950192 1.        ],14,2024-11-28,2024-12-02,688008
4,0.026924202516827676,70.18,67.83,0.01758561040481746,24682698.0,0.46000000000000085,[0.21702128 0.         0.2        1.        ],15,2024-12-03,2024-12-06,688008
3,0.0010171461784366084,68.89,68.39,0.009587798059594624,24859686.0,0.023333333333335798,[0.86 0.   1.  ],16,2024-12-09,2024-12-11,688008
3,0.00363901018922853,68.95,68.02,0.016666900687031434,49203520.0,0.08333333333333333,[0.7311828 0.        1.       ],17,2024-12-12,2024-12-16,688008
4,0.08449229848960657,72.52,66.87,0.0025721203054194044,40024722.0,1.4124999999999979,[0.         0.34159292 0.69380531 1.        ],18,2024-12-17,2024-12-20,688008
4,0.12789058093626612,79.99,70.92,0.05487576811739307,54246494.0,2.2674999999999983,[0.         0.13891951 0.16427784 1.        ],19,2024-12-23,2024-12-26,688008
8,-0.11473237943826192,75.48,63.91,0.03277246915654397,42280247.25,-1.0825000000000014,"[1.         0.62921348 0.34485739 0.17458946 0.13915298 0.
 0.21607606 0.25151253]",20,2024-12-27,2025-01-08,688008
4,0.001960784313725636,66.43,62.91,0.04760197534632559,27772225.0,0.032500000000002416,[0.96306818 0.36647727 0.         1.        ],21,2025-01-09,2025-01-14,688008
6,0.07734138972809652,71.32,66.01,0.016539671395009652,27497556.333333332,0.8533333333333317,[0.03578154 0.         0.12429379 0.23917137 0.76647834 1.        ],22,2025-01-15,2025-01-22,688008
2,0.010556348074179874,70.84,70.1,,35380710.0,0.37000000000000455,[0. 1.],23,2025-01-23,2025-01-24,688008
5,0.06716637272192817,72.61,68.04,0.010189386849314013,38735375.2,0.9139999999999986,[0.         0.297593   0.71991247 0.94310722 1.        ],24,2025-01-27,2025-02-10,688008
2,0.009055447199777175,72.43,71.78,,35905327.0,0.32500000000000284,[0. 1.],25,2025-02-11,2025-02-12,688008
3,0.06842857142857152,74.79,70.0,0.019160806608990215,46495422.666666664,1.5966666666666687,[0.         0.69102296 1.        ],26,2025-02-13,2025-02-17,688008
2,0.02002781641168286,73.34,71.9,,38455308.0,0.7199999999999989,[0. 1.],27,2025-02-18,2025-02-19,688008
6,0.15516289342904485,83.68,72.44,0.020224771548772263,61972157.333333336,1.8733333333333348,[0.         0.40658363 0.46530249 0.65836299 0.8202847  1.        ],28,2025-02-20,2025-02-27,688008
3,0.025730091341824263,79.73,76.25,0.0457353921473576,54411182.666666664,0.6666666666666666,[0.42528736 0.         1.        ],29,2025-02-28,2025-03-04,688008
2,0.029227823867262366,80.64,78.35,,38970846.0,1.1450000000000031,[0. 1.],30,2025-03-05,2025-03-06,688008
2,0.013564431047475487,80.7,79.62,,32560712.0,0.5399999999999991,[0. 1.],31,2025-03-07,2025-03-10,688008
4,-0.02127659574468076,78.96,75.27,0.03197003458855024,31434151.0,-0.41999999999999815,[1.         0.78319783 0.         0.54471545],32,2025-03-11,2025-03-14,688008
2,0.031520882584712445,78.54,76.14,,26928357.0,1.2000000000000028,[0. 1.],33,2025-03-17,2025-03-18,688008
5,-0.037398791929057915,77.81,74.02,0.017982867259576263,21894853.6,-0.5819999999999993,[1.         0.55936675 0.         0.06332454 0.23218997],34,2025-03-19,2025-03-25,688008
2,0.03957219251336909,77.76,74.8,,26148893.5,1.480000000000004,[0. 1.],35,2025-03-26,2025-03-27,688008
2,0.010064516129032273,78.28,77.5,,21086476.0,0.39000000000000057,[0. 1.],36,2025-03-28,2025-03-31,688008
8,-0.030608291359938065,77.43,65.5,0.06248792482010846,32706618.625,-0.29625000000000057,"[1.         0.95222129 0.77870914 0.         0.02514669 0.20955574
 0.37468567 0.80134116]",37,2025-04-01,2025-04-11,688008
6,-0.013002680965147438,74.6,72.92,0.008655103578628882,18034597.5,-0.1616666666666665,[1.         0.63095238 0.         0.10714286 0.10714286 0.42261905],38,2025-04-14,2025-04-21,688008
2,0.01785469028979532,74.11,72.81,,12910109.5,0.6499999999999986,[0. 1.],39,2025-04-22,2025-04-23,688008
2,0.013502342243042215,73.56,72.58,,17282221.5,0.490000000000002,[0. 1.],40,2025-04-24,2025-04-25,688008
4,0.08735188757233403,78.92,72.58,0.005042754350898211,19916351.25,1.5850000000000009,[0.         0.27287066 0.66876972 1.        ],41,2025-04-28,2025-05-06,688008
6,0.006470438974879538,79.33,76.69,0.01585366973961388,17399534.0,0.08500000000000085,[0.80681818 0.43181818 0.         0.70454545 0.8030303  1.        ],42,2025-05-07,2025-05-14,688008
4,-0.0006397134083930035,78.16,77.19,0.01051689518644784,11835601.75,-0.01249999999999929,[1.         0.42268041 0.         0.94845361],43,2025-05-15,2025-05-20,688008
2,0.012953367875647668,78.2,77.2,,11988015.0,0.5,[0. 1.],44,2025-05-21,2025-05-22,688008
5,0.017756887322104706,77.95,75.84,0.013136851268073258,11254999.4,0.2719999999999999,[0.35545024 0.00473934 0.         0.21800948 1.        ],45,2025-05-23,2025-05-29,688008
2,0.05765199161425585,80.72,76.32,,27597564.0,2.200000000000003,[0. 1.],46,2025-05-30,2025-06-03,688008
4,0.04470734744707352,83.89,80.3,0.024854827117261422,21382532.0,0.8975000000000009,[0.         0.97493036 0.98607242 1.        ],47,2025-06-04,2025-06-09,688008
2,0.0028113922503361934,82.04,81.81,,19992553.0,0.11500000000000199,[0. 1.],48,2025-06-10,2025-06-11,688008
7,0.003567913385826674,81.57,79.0,0.014395341240762928,19331638.57142857,0.041428571428570295,"[0.88715953 0.         0.21011673 0.29182879 0.60311284 0.89494163
 1.        ]",49,2025-06-12,2025-06-20,688008
3,0.03550826817074729,80.78,78.01,0.006048067323261951,26395208.0,0.923333333333332,[0.         0.37545126 1.        ],50,2025-06-23,2025-06-25,688008
3,0.027568922305764448,82.0,79.8,0.01321989645469473,18290492.666666668,0.7333333333333343,[0.         0.15909091 1.        ],51,2025-06-26,2025-06-30,688008
3,0.003658536585365819,82.3,80.26,0.032977272250226605,14412408.666666666,0.09999999999999905,[0.85294118 0.         1.        ],52,2025-07-01,2025-07-03,688008
3,0.015682430776770413,82.9,80.26,0.035041157468822595,16556142.0,0.426666666666667,[0.51515152 0.         1.        ],53,2025-07-04,2025-07-08,688008
3,0.025061728395061742,83.03,80.82,0.020906982978512515,18431992.666666668,0.6766666666666671,[0.08144796 0.         1.        ],54,2025-07-09,2025-07-11,688008
2,0.03131423044371906,85.3,82.71,,26252638.0,1.2950000000000017,[0. 1.],55,2025-07-14,2025-07-15,688008
2,0.015419020715630912,86.27,84.96,,25598241.0,0.6550000000000011,[0. 1.],56,2025-07-16,2025-07-17,688008
9,0.018094793369133753,87.21,83.32,0.011748733185922178,24293845.777777776,0.17222222222222192,"[0.60154242 0.15167095 0.         0.05141388 0.09254499 0.32904884
 0.68123393 0.94601542 1.        ]",57,2025-07-18,2025-07-30,688008
6,0.09338979063749704,92.96,82.19,0.0360794951204541,31775222.666666668,1.323333333333333,[0.26276695 0.         0.18291551 0.27576602 0.81244197 1.        ],58,2025-07-31,2025-08-07,688008
6,0.017950963222416818,93.0,88.94,0.023876286426184463,27486552.666666668,0.27333333333333343,[0.59605911 0.46551724 0.30049261 0.29802956 0.         1.        ],59,2025-08-08,2025-08-15,688008
3,0.012318761582906306,92.86,89.6,0.04214656871006337,39275148.0,0.37666666666666515,[0.65337423 0.         1.        ],60,2025-08-18,2025-08-20,688008
8,0.3623601667032243,124.22,91.18,0.030866595412098054,65661048.5,4.129999999999999,"[0.         0.24001211 0.32687651 0.37590799 0.51513317 0.79661017
 0.96004843 1.        ]",61,2025-08-21,2025-09-01,688008
5,-0.05259965337954946,115.4,102.85,0.058848227834169424,56716660.0,-1.2140000000000015,[1.         0.76812749 0.         0.44302789 0.51633466],62,2025-09-02,2025-09-08,688008
4,0.09495136637332098,118.2,107.95,0.025136831349703046,60972218.0,2.5625,[0.         0.6        0.92195122 1.        ],63,2025-09-09,2025-09-12,688008
2,0.02833731649026978,120.48,117.16,,48285900.0,1.6600000000000037,[0. 1.],64,2025-09-15,2025-09-16,688008
7,0.1468390563344807,136.6,119.01,0.029028988477761416,59775836.571428575,2.4985714285714278,"[0.00568505 0.         0.08982376 0.35702103 0.41500853 0.95793064
 1.        ]",65,2025-09-17,2025-09-25,688008
4,0.18016528925619849,157.08,133.1,0.036793779587599246,56009770.0,5.9950000000000045,[0.         0.43994996 0.90492077 1.        ],66,2025-09-26,2025-10-09,688008
8,-0.0737038517926163,150.06,135.15,0.022485399328968998,44879961.5,-1.3825000000000003,"[1.         0.86519115 0.79476861 0.63044936 0.63380282 0.19114688
 0.         0.25821596]",67,2025-10-10,2025-10-21,688008
4,0.10743619829862112,151.01,136.36,0.03508688493297384,37725524.0,3.6624999999999943,[0.         0.00409556 0.66143345 1.        ],68,2025-10-22,2025-10-27,688008
2,0.02637921799678627,153.3,149.36,,33781902.0,1.9699999999999989,[0. 1.],69,2025-10-28,2025-10-29,688008
6,-0.1295394736842105,152.0,128.91,0.0474982562699379,43756337.666666664,-3.2816666666666663,[1.         0.32005197 0.1827631  0.0502382  0.         0.14724989],70,2025-10-30,2025-11-06,688008
5,-0.017527675276752884,130.08,124.68,0.02051077348649471,28017850.8,-0.45600000000000307,[1.         0.57777778 0.45555556 0.         0.57777778],71,2025-11-07,2025-11-13,688008
12,-0.005942064867541461,121.2,113.9,0.015378667829992334,22715335.0,-0.05999999999999991,"[0.99589041 1.         0.95890411 0.75342466 0.56438356 0.
 0.         0.32739726 0.43972603 0.47945205 0.63013699 0.89726027]",72,2025-11-14,2025-12-01,688008
3,0.01303317535545029,119.7,118.1,0.009938829070550275,16369293.0,0.5133333333333354,[0.0375 0.     1.    ],73,2025-12-02,2025-12-04,688008
2,0.03254214543319631,123.11,119.23,,24247876.0,1.9399999999999977,[0. 1.],74,2025-12-05,2025-12-08,688008
4,-0.021933387489845562,123.1,119.39,0.01485133985380699,32138947.5,-0.6749999999999972,[1.         0.30188679 0.         0.2722372 ],75,2025-12-09,2025-12-12,688008
3,0.01875977071391347,117.3,113.57,0.03286544248882398,24853164.0,0.7199999999999989,[0.42091153 0.         1.        ],76,2025-12-15,2025-12-17,688008
5,0.04307613256829666,121.8,116.77,0.00894413923085674,21676499.6,1.0060000000000002,[0.         0.1610338  0.72166998 0.84095427 1.        ],77,2025-12-18,2025-12-24,688008
4,-0.011459192085737846,121.3,119.12,0.010599885736761102,21948742.5,-0.34750000000000014,[1.         0.80733945 0.         0.36238532],78,2025-12-25,2025-12-30,688008
4,0.15195246179966038,135.7,117.8,0.034202567287282194,47186300.0,4.474999999999998,[0.         0.55586592 0.87821229 1.        ],79,2025-12-31,2026-01-07,688008
2,0.0022713506965474175,132.38,132.08,,38016748.0,0.14999999999999147,[0. 1.],80,2026-01-08,2026-01-09,688008
5,0.07826678765880213,142.59,129.5,0.0309091923038795,48505552.8,2.069999999999999,[0.20932009 0.         0.22536287 0.43544691 1.        ],81,2026-01-12,2026-01-16,688008
4,0.2087832973362131,167.9,138.9,0.04702626863105038,79720683.0,7.25,[0.         0.14137931 0.72827586 1.        ],82,2026-01-19,2026-01-22,688008
4,0.08273965754280703,173.26,160.02,0.002664278984470726,68401692.0,3.309999999999995,[0.         0.30891239 0.67975831 1.        ],83,2026-01-23,2026-01-28,688008
2,0.12128499198421498,181.85,162.18,,75842960.0,9.834999999999994,[0. 1.],84,2026-01-29,2026-01-30,688008
2,0.023042769628505558,182.03,177.93,,72200740.0,2.049999999999997,[0. 1.],85,2026-02-02,2026-02-03,688008
5,0.03861907548273841,177.5,163.54,0.040078726809861506,40405728.4,1.319999999999999,[0.52722063 0.33022923 0.         0.70988539 1.        ],86,2026-02-04,2026-02-10,688008
4,0.027722189523249015,174.61,164.6,0.04448138563013093,34578678.0,1.177500000000002,[0.52947053 0.35064935 0.         1.        ],87,2026-02-11,2026-02-24,688008
7,-0.09007988553714089,167.74,147.89,0.03268774110544025,35788984.571428575,-2.1585714285714306,"[1.         0.86801008 0.78891688 0.58186398 0.         0.12191436
 0.23879093]",88,2026-02-25,2026-03-05,688008
3,0.009036343249125889,152.98,148.18,0.0389028039603771,29407626.666666668,0.4566666666666587,[0.71458333 0.         1.        ],89,2026-03-06,2026-03-10,688008
4,0.018024032042723553,152.5,146.5,0.030102177007890158,29064868.0,0.6749999999999972,[0.55  0.225 0.    1.   ],90,2026-03-11,2026-03-16,688008
2,0.04795688655433523,153.62,146.59,,38965600.0,3.5150000000000006,[0. 1.],91,2026-03-17,2026-03-18,688008
5,-0.05130946018172105,149.68,136.8,0.03910764260989504,34857822.4,-1.5360000000000014,[1.         0.62888199 0.         0.05978261 0.40372671],92,2026-03-19,2026-03-25,688008
5,-0.0512446163953574,136.99,125.28,0.03687666145012843,28916294.8,-1.4040000000000021,[1.         0.83859949 0.57386849 0.         0.40051238],93,2026-03-26,2026-04-01,688008
8,0.1888372093023257,153.36,127.26,0.036989426698012674,39102186.5,3.0450000000000017,"[0.06666667 0.         0.02452107 0.45785441 0.45632184 0.62337165
 0.95938697 1.        ]",94,2026-04-02,2026-04-14,688008
2,0.02595461339855954,151.0,147.18,,44431432.0,1.9099999999999966,[0. 1.],95,2026-04-15,2026-04-16,688008
4,0.08336649423000393,163.35,150.78,0.0037148201756809543,48035592.0,3.1424999999999983,[0.         0.30867144 0.60620525 1.        ],96,2026-04-17,2026-04-22,688008
3,0.11515341264871644,178.09,159.7,0.046273675238527184,68937528.0,6.130000000000005,[0.         0.20663404 1.        ],97,2026-04-23,2026-04-27,688008
7,0.4355163873048786,249.22,169.9,0.08362567750086322,78795247.42857143,10.80142857142857,"[0.04677257 0.         0.04286435 0.36661624 0.50441251 0.50895108
 1.        ]",98,2026-04-28,2026-05-11,688008
3,0.10128791026173659,265.08,240.7,0.03601400813447378,96654386.66666667,8.126666666666665,[0.         0.74241181 1.        ],99,2026-05-12,2026-05-14,688008
14,0.11173184357541897,3.98,3.28,0.03984048746266139,11843882.857142856,0.028571428571428564,"[0.42857143 0.44285714 0.         0.31428571 0.18571429 0.2
 0.27142857 0.62857143 0.75714286 0.72857143 0.72857143 0.77142857
 0.97142857 1.        ]",0,2024-10-09,2024-10-28,688055
10,0.3350383631713554,5.22,3.75,0.07000816435621593,14605237.6,0.13099999999999995,"[0.10884354 0.13605442 0.14285714 0.         0.06122449 0.21768707
 0.19727891 0.29251701 0.40816327 1.        ]",1,2024-10-29,2024-11-11,688055
7,-0.0703933747412008,4.83,4.2,0.03664637418902076,27667368.57142857,-0.04857142857142855,"[1.         0.85714286 0.61904762 0.3015873  0.         0.26984127
 0.46031746]",2,2024-11-12,2024-11-20,688055
8,0.022371364653243967,4.57,4.19,0.03007632865095093,11828756.125,0.012500000000000067,"[0.73684211 0.13157895 0.13157895 0.         0.39473684 0.47368421
 0.57894737 1.        ]",3,2024-11-21,2024-12-02,688055
7,0.06578947368421069,4.86,4.44,0.02355199257659922,13072160.42857143,0.04285714285714296,"[0.28571429 0.         0.28571429 0.57142857 0.45238095 0.66666667
 1.        ]",4,2024-12-03,2024-12-11,688055
7,-0.03157894736842113,4.75,4.42,0.022382995157142233,9836816.714285715,-0.02142857142857148,"[1.         0.72727273 0.51515152 0.         0.3030303  0.36363636
 0.54545455]",5,2024-12-12,2024-12-20,688055
11,-0.11316397228637418,4.37,3.67,0.027224740546722893,8728904.636363637,-0.04454545454545456,"[0.94285714 1.         1.         0.9        0.9        0.84285714
 0.65714286 0.4        0.18571429 0.         0.24285714]",6,2024-12-23,2025-01-07,688055
5,0.026737967914438405,3.84,3.58,0.03988314979289728,7583271.2,0.019999999999999928,[0.61538462 0.65384615 0.         0.30769231 1.        ],7,2025-01-08,2025-01-14,688055
13,0.07446808510638304,4.04,3.7,0.016864320569824384,7242289.307692308,0.02153846153846156,"[0.17647059 0.17647059 0.23529412 0.38235294 0.38235294 0.26470588
 0.17647059 0.32352941 0.         0.35294118 0.5        0.70588235
 1.        ]",8,2025-01-15,2025-02-10,688055
12,0.030075187969924838,4.11,3.82,0.02000964339735174,7737063.583333333,0.010000000000000009,"[0.5862069  0.65517241 0.48275862 0.37931034 0.62068966 0.
 0.31034483 0.55172414 0.79310345 0.68965517 0.79310345 1.        ]",9,2025-02-11,2025-02-26,688055
47,-0.1375921375921377,4.07,2.89,0.03051094404811669,7692110.617021277,-0.011914893617021288,"[1.         0.83898305 0.83898305 0.88135593 0.8559322  0.91525424
 0.83898305 0.79661017 0.81355932 0.78813559 0.72881356 0.76271186
 0.78813559 0.80508475 0.74576271 0.72033898 0.63559322 0.56779661
 0.56779661 0.60169492 0.55932203 0.51694915 0.50847458 0.59322034
 0.55932203 0.49152542 0.         0.09322034 0.13559322 0.23728814
 0.27966102 0.30508475 0.29661017 0.25423729 0.25423729 0.30508475
 0.31355932 0.3220339  0.37288136 0.34745763 0.34745763 0.29661017
 0.33050847 0.37288136 0.45762712 0.46610169 0.52542373]",10,2025-02-27,2025-05-08,688055
21,0.0233918128654971,3.5,3.29,0.015345154544354868,4495884.047619048,0.003809523809523813,"[0.61904762 0.76190476 0.61904762 0.66666667 0.38095238 0.38095238
 0.71428571 0.76190476 0.61904762 0.33333333 0.         0.23809524
 0.28571429 0.0952381  0.66666667 0.28571429 0.33333333 0.52380952
 0.57142857 0.71428571 1.        ]",11,2025-05-09,2025-06-09,688055
15,0.07558139534883727,3.7,3.37,0.014335538397498675,7467238.4,0.01733333333333335,"[0.21212121 0.33333333 0.21212121 0.         0.12121212 0.27272727
 0.36363636 0.18181818 0.39393939 0.57575758 0.84848485 0.84848485
 0.78787879 0.81818182 1.        ]",12,2025-06-10,2025-06-30,688055
21,0.07336956521739131,3.95,3.57,0.012070780412474735,6915926.80952381,0.012857142857142859,"[0.28947368 0.13157895 0.23684211 0.         0.         0.21052632
 0.23684211 0.21052632 0.23684211 0.34210526 0.23684211 0.28947368
 0.47368421 0.47368421 0.65789474 0.57894737 0.60526316 0.76315789
 0.78947368 0.89473684 1.        ]",13,2025-07-01,2025-07-29,688055
9,0.05357142857142856,4.13,3.84,0.017797908309136853,9083817.111111112,0.02333333333333333,"[0.27586207 0.         0.03448276 0.06896552 0.37931034 0.62068966
 0.62068966 0.51724138 1.        ]",14,2025-07-30,2025-08-11,688055
11,0.09068627450980395,4.45,3.98,0.018725047085683236,11334449.181818182,0.033636363636363645,"[0.21276596 0.21276596 0.         0.19148936 0.34042553 0.34042553
 0.63829787 0.57446809 0.78723404 0.74468085 1.        ]",15,2025-08-12,2025-08-26,688055
2,0.026190476190476052,4.31,4.2,,19268268.0,0.054999999999999716,[0. 1.],16,2025-08-27,2025-08-28,688055
6,-0.021428571428571394,4.27,3.96,0.02989930135108136,13626028.166666666,-0.014999999999999977,[0.77419355 1.         0.5483871  0.25806452 0.         0.48387097],17,2025-08-29,2025-09-05,688055
8,0.01715686274509811,4.15,3.95,0.018550284587353916,7952287.25,0.008750000000000036,[0.65 0.35 0.   0.5  0.6  0.3  0.5  1.  ],18,2025-09-08,2025-09-17,688055
5,0.02200488997555009,4.18,3.99,0.028087797533150063,10975062.2,0.01799999999999997,[0.52631579 0.36842105 0.26315789 0.         1.        ],19,2025-09-18,2025-09-24,688055
17,-0.00729927007299276,4.11,3.67,0.02094618284837256,9178150.235294119,-0.0017647058823529558,"[1.         0.79545455 0.81818182 0.75       0.93181818 0.59090909
 0.47727273 0.34090909 0.36363636 0.31818182 0.         0.18181818
 0.43181818 0.47727273 0.54545455 0.65909091 0.93181818]",20,2025-09-25,2025-10-27,688055
10,0.017412935323383158,4.09,3.88,0.013206254801056184,9382545.9,0.007000000000000029,"[0.66666667 0.38095238 0.         0.23809524 0.42857143 0.38095238
 0.76190476 0.71428571 0.85714286 1.        ]",21,2025-10-28,2025-11-10,688055
4,0.0,4.09,4.03,0.014779266548483038,7119743.75,0.0,[1. 0. 1. 1.],22,2025-11-11,2025-11-14,688055
7,-0.024449877750611162,4.09,3.81,0.02285484343722686,7565271.285714285,-0.014285714285714235,"[1.         0.82142857 0.57142857 0.46428571 0.         0.35714286
 0.64285714]",23,2025-11-17,2025-11-25,688055
4,0.03896103896103894,4.0,3.85,0.011195447383429667,9030622.0,0.03749999999999998,[0.         0.         0.46666667 1.        ],24,2025-11-26,2025-12-01,688055
37,-0.0203045685279188,3.94,3.55,0.01234870241105634,8131499.675675675,-0.002162162162162164,"[1.         0.97435897 0.69230769 0.84615385 0.8974359  0.71794872
 0.61538462 0.35897436 0.30769231 0.15384615 0.05128205 0.
 0.12820513 0.15384615 0.17948718 0.1025641  0.23076923 0.25641026
 0.25641026 0.12820513 0.07692308 0.12820513 0.30769231 0.46153846
 0.41025641 0.38461538 0.43589744 0.64102564 0.48717949 0.51282051
 0.48717949 0.48717949 0.46153846 0.43589744 0.51282051 0.61538462
 0.79487179]",25,2025-12-02,2026-01-23,688055
18,0.034031413612565536,3.95,3.62,0.016986829148748373,8142228.833333333,0.007222222222222241,"[0.60606061 0.66666667 0.54545455 0.39393939 0.39393939 0.
 0.45454545 0.51515152 0.45454545 0.51515152 0.75757576 0.72727273
 0.6969697  0.51515152 0.54545455 0.75757576 0.78787879 1.        ]",26,2026-01-26,2026-02-26,688055
10,0.1607142857142857,4.55,3.54,0.07235730719857009,38835614.2,0.06299999999999999,"[0.37623762 0.24752475 0.0990099  0.         0.7029703  0.79207921
 0.85148515 0.83168317 0.9009901  1.        ]",27,2026-02-27,2026-03-12,688055
4,-0.02262443438914019,4.42,4.14,0.048212010004064026,26917386.5,-0.02499999999999991,[1.         0.82142857 0.         0.64285714],28,2026-03-13,2026-03-18,688055
5,0.027906976744186074,4.42,3.87,0.07274952573643809,27573376.4,0.02400000000000002,[0.78181818 0.52727273 0.         0.34545455 1.        ],29,2026-03-19,2026-03-25,688055
5,-0.040865384615384595,4.16,3.85,0.03486734456252685,24046646.0,-0.03399999999999999,[1.         0.64516129 0.58064516 0.         0.4516129 ],30,2026-03-26,2026-04-01,688055
12,0.1409921671018277,4.37,3.83,0.029745939212201984,19687420.5,0.045000000000000005,"[0.         0.         0.09259259 0.75925926 0.85185185 0.68518519
 0.68518519 0.68518519 0.87037037 0.77777778 0.83333333 1.        ]",31,2026-04-02,2026-04-20,688055
2,0.03294117647058816,4.39,4.25,,18938220.0,0.06999999999999984,[0. 1.],32,2026-04-21,2026-04-22,688055
3,0.031707317073170926,4.23,4.07,0.03297176163727768,22882831.333333332,0.04333333333333359,[0.1875 0.     1.    ],33,2026-04-23,2026-04-27,688055
8,0.17433414043583528,4.85,4.04,0.04713959647974403,31490569.375,0.08999999999999997,"[0.11111111 0.09876543 0.         0.08641975 0.66666667 0.88888889
 0.7654321  1.        ]",34,2026-04-28,2026-05-12,688055
5,-0.0169491525423729,4.72,4.53,0.019887104486655476,23577719.2,-0.016000000000000014,[1.         0.68421053 0.         0.36842105 0.57894737],35,2026-05-13,2026-05-19,688055
3,0.2962138084632517,5.82,4.49,0.08532520972596568,77456558.66666667,0.44333333333333336,[0.         0.67669173 1.        ],36,2026-05-20,2026-05-22,688055
13,-0.022145328719723082,14.52,13.58,0.013560857610756268,3644749.0,-0.0246153846153845,"[0.92553191 1.         0.95744681 0.93617021 0.68085106 0.60638298
 0.58510638 0.18085106 0.15957447 0.13829787 0.         0.39361702
 0.58510638]",0,2024-09-02,2024-09-20,688249
7,0.5136887608069165,21.01,13.88,0.07392668636060556,21581509.714285713,1.0185714285714287,"[0.         0.05189341 0.0687237  0.16269285 0.23562412 0.50911641
 1.        ]",1,2024-09-23,2024-10-08,688249
10,0.12933264355923435,21.83,18.28,0.03951582491866639,54773336.0,0.25,"[0.29577465 0.30704225 0.32112676 0.21690141 0.08169014 0.
 0.02535211 0.4084507  0.87887324 1.        ]",2,2024-10-09,2024-10-22,688249
7,-0.0387340576287199,21.17,20.01,0.016864030546622347,32598917.714285713,-0.11714285714285719,"[1.         0.89655172 0.93103448 0.93103448 0.44827586 0.
 0.29310345]",3,2024-10-23,2024-10-31,688249
10,0.38607270865335375,27.07,19.53,0.062495104947001584,57676626.9,0.7539999999999999,"[0.         0.04111406 0.15517241 0.14854111 0.20954907 0.22546419
 0.78912467 0.87533156 0.8806366  1.        ]",4,2024-11-01,2024-11-14,688249
5,-0.007949125596184391,25.16,23.5,0.04738116656048593,57572487.2,-0.039999999999999855,[1.         0.         0.62650602 0.57831325 0.87951807],5,2024-11-15,2024-11-21,688249
4,0.05523731587561366,25.79,24.44,0.011558956449467844,39071052.5,0.33749999999999947,[0.         0.33333333 0.45185185 1.        ],6,2024-11-22,2024-11-27,688249
6,0.1335683509596553,28.94,25.53,0.01995004363892139,43715702.0,0.5683333333333334,[0.         0.21407625 0.23753666 0.60997067 0.6686217  1.        ],7,2024-11-28,2024-12-05,688249
6,-0.05405405405405403,28.49,26.66,0.017935953842490297,48569129.333333336,-0.25666666666666654,[1.         0.45901639 0.3442623  0.         0.13114754 0.15846995],8,2024-12-06,2024-12-13,688249
5,0.017656500802568125,25.36,24.43,0.02293430289771759,31450156.4,0.08799999999999955,[0.52688172 0.1827957  0.1827957  0.         1.        ],9,2024-12-16,2024-12-20,688249
2,0.021078232671260622,25.19,24.67,,21379252.0,0.2599999999999998,[0. 1.],10,2024-12-23,2024-12-24,688249
3,-0.005314799672935509,24.46,24.22,0.010149555422968807,19141286.0,-0.04333333333333419,[1.         0.         0.45833333],11,2024-12-25,2024-12-27,688249
