length,price_change,max_price,min_price,volatility,avg_volume,trend_slope,normalized_series,segment_id,start_date,end_date,code
3,0.025673400673400647,24.37,23.27,0.04800835037854377,13699949.666666666,0.20333333333333314,[0.44545455 0.         1.        ],23,2025-02-24,2025-02-26,688172
4,-0.04616687844133841,23.61,21.67,0.051051984162681224,9661165.25,-0.27249999999999996,[1.         0.24226804 0.         0.43814433],24,2025-02-27,2025-03-04,688172
2,0.04604051565377532,22.72,21.72,,10216735.0,0.5,[0. 1.],25,2025-03-05,2025-03-06,688172
6,-0.02131519274376428,22.05,21.43,0.009158622106013063,7022715.666666667,-0.07833333333333374,[1.         0.83870968 0.19354839 0.         0.01612903 0.24193548],26,2025-03-07,2025-03-14,688172
8,-0.07943925233644857,21.41,19.53,0.013276906251500967,4629935.5,-0.2124999999999999,"[0.99468085 1.         0.71808511 0.5106383  0.46808511 0.25531915
 0.         0.09042553]",27,2025-03-17,2025-03-26,688172
4,0.0010209290454313207,19.61,19.26,0.01629907624189662,3208786.0,0.004999999999999893,[0.94285714 0.         0.14285714 1.        ],28,2025-03-27,2025-04-01,688172
7,-0.0163515585079203,19.59,16.11,0.09090088950606384,6192818.285714285,-0.045714285714285756,"[0.99425287 1.         0.         0.27011494 0.49425287 0.57183908
 0.90229885]",29,2025-04-02,2025-04-11,688172
8,-0.01821019771071789,19.22,18.75,0.006494377842357179,3028143.5,-0.043749999999999734,"[1.         0.42553191 0.14893617 0.23404255 0.         0.04255319
 0.19148936 0.25531915]",30,2025-04-14,2025-04-23,688172
8,0.06027987082884828,19.7,18.15,0.01650143415248395,2934974.0,0.14000000000000012,"[0.27741935 0.16129032 0.         0.14193548 0.23225806 0.58709677
 0.66451613 1.        ]",31,2025-04-24,2025-05-08,688172
2,0.03347280334728036,19.76,19.12,,3240767.0,0.3200000000000003,[0. 1.],32,2025-05-09,2025-05-12,688172
6,-0.010819165378670833,19.41,18.96,0.009297519990847686,1921783.6666666667,-0.03500000000000014,[1.         0.86666667 0.17777778 0.         0.33333333 0.53333333],33,2025-05-13,2025-05-20,688172
5,-0.010994764397905803,19.1,18.76,0.008570779766582019,1695753.2,-0.04200000000000017,[1.         0.79411765 0.         0.32352941 0.38235294],34,2025-05-21,2025-05-27,688172
2,0.028877005347593538,19.24,18.7,,1756370.0,0.2699999999999996,[0. 1.],35,2025-05-28,2025-05-29,688172
4,0.0021276595744680396,18.84,18.58,0.012418051882759358,1792825.75,0.009999999999999787,[0.84615385 0.07692308 0.         1.        ],36,2025-05-30,2025-06-05,688172
2,0.008029978586723692,18.83,18.68,,1961814.5,0.07499999999999929,[0. 1.],37,2025-06-06,2025-06-09,688172
5,0.003841931942919884,18.29,17.92,0.01675471448006858,2257063.4,0.014000000000000058,[0.81081081 0.97297297 1.         0.         1.        ],38,2025-06-10,2025-06-16,688172
7,0.048511576626240296,19.02,17.93,0.013439855504970382,2042956.4285714286,0.12571428571428558,"[0.19266055 0.21100917 0.1559633  0.         0.33027523 0.64220183
 1.        ]",39,2025-06-17,2025-06-25,688172
4,0.041798941798941947,19.69,18.9,0.014535649982941528,3336382.75,0.19750000000000068,[0.         0.24050633 0.96202532 1.        ],40,2025-06-26,2025-07-01,688172
5,0.022668727460072192,19.85,19.11,0.022105460832264973,2623091.0,0.08800000000000026,[0.40540541 0.2027027  0.04054054 0.         1.        ],41,2025-07-02,2025-07-08,688172
3,-0.04367699339766394,19.69,18.7,0.04046857051113044,3715871.3333333335,-0.2866666666666677,[1.         0.         0.13131313],42,2025-07-09,2025-07-11,688172
12,0.0691489361702128,20.1,18.72,0.007661797884352228,3016724.5833333335,0.10833333333333339,"[0.05797101 0.02173913 0.         0.02173913 0.08695652 0.2173913
 0.28985507 0.32608696 0.61594203 0.87681159 0.99275362 1.        ]",43,2025-07-14,2025-07-29,688172
7,0.026579739217652835,20.47,19.41,0.016725940858155753,4394775.0,0.07571428571428537,"[0.5        0.0754717  0.         0.04716981 0.22641509 0.52830189
 1.        ]",44,2025-07-30,2025-08-07,688172
4,0.001989060169070072,20.15,20.04,0.005591431202460593,4690101.25,0.009999999999999787,[0.63636364 1.         0.         1.        ],45,2025-08-08,2025-08-13,688172
3,0.07644628099173556,20.84,19.36,0.02478073061309134,9491347.333333334,0.49333333333333346,[0.         0.26351351 1.        ],46,2025-08-14,2025-08-18,688172
2,0.023278370514064034,21.1,20.62,,7485659.5,0.2400000000000002,[0. 1.],47,2025-08-19,2025-08-20,688172
4,0.05614203454894442,22.01,20.84,0.023822621446991144,9380013.0,0.2925000000000004,[0.         0.82051282 0.90598291 1.        ],48,2025-08-21,2025-08-26,688172
3,0.14305620065025537,24.61,21.53,0.02640917333353859,13927609.666666666,1.0266666666666662,[0.        0.3538961 1.       ],49,2025-08-27,2025-08-29,688172
5,-0.09053497942386828,24.3,21.22,0.04301179614092865,11690268.0,-0.43999999999999984,[1.         0.63311688 0.34415584 0.         0.28571429],50,2025-09-01,2025-09-05,688172
8,0.04377564979480168,22.89,21.44,0.022247387304709283,7322833.375,0.1200000000000001,"[0.33793103 0.         0.02758621 0.7862069  0.91034483 0.84827586
 0.93103448 1.        ]",51,2025-09-08,2025-09-17,688172
3,0.008768084173608191,23.01,22.63,0.017453619179698086,9251788.333333334,0.06666666666666761,[0.47368421 0.         1.        ],52,2025-09-18,2025-09-22,688172
7,0.4260640631856078,32.5,22.79,0.061881536818859315,34585144.71428572,1.3871428571428572,"[0.         0.10298661 0.1246138  0.23789907 0.33779609 0.47785788
 1.        ]",53,2025-09-23,2025-10-09,688172
2,0.02333333333333331,30.7,30.0,,49332432.0,0.34999999999999964,[0. 1.],54,2025-10-10,2025-10-13,688172
6,-0.04360679970436067,27.06,24.71,0.038211756228957054,22428469.166666668,-0.19666666666666663,[1.         0.89787234 0.82553191 0.14042553 0.         0.49787234],55,2025-10-14,2025-10-21,688172
4,0.06468253968253965,26.83,24.59,0.056724380787468,15422463.0,0.40749999999999975,[0.27232143 0.         0.9375     1.        ],56,2025-10-22,2025-10-27,688172
2,0.025302114803625306,27.15,26.48,,14507948.5,0.3349999999999991,[0. 1.],57,2025-10-28,2025-10-29,688172
8,-0.04329973870847332,26.79,23.33,0.04285038568185586,12629564.875,-0.14500000000000002,"[1.         0.34682081 0.25433526 0.12716763 0.         0.28034682
 0.51445087 0.66473988]",58,2025-10-30,2025-11-10,688172
3,0.02781136638452242,25.5,24.21,0.054777839751817346,11915787.0,0.23000000000000043,[0.46511628 0.         1.        ],59,2025-11-11,2025-11-13,688172
2,0.06666666666666657,27.04,25.35,,16935388.0,0.8449999999999989,[0. 1.],60,2025-11-14,2025-11-17,688172
10,-0.05942083490033841,26.59,22.66,0.03824462785808269,10259233.6,-0.15799999999999984,"[1.         0.79389313 0.43765903 0.02290076 0.         0.08905852
 0.39694656 0.55216285 0.59033079 0.59796438]",61,2025-11-18,2025-12-01,688172
5,0.03825363825363817,24.97,23.75,0.0184674141736208,6052825.0,0.18399999999999964,[0.24590164 0.         0.44262295 0.46721311 1.        ],62,2025-12-02,2025-12-08,688172
2,0.009740259740259676,24.88,24.64,,5904055.0,0.11999999999999922,[0. 1.],63,2025-12-09,2025-12-10,688172
2,0.16835699797160253,28.8,24.65,,20897736.0,2.075000000000001,[0. 1.],64,2025-12-11,2025-12-12,688172
9,0.08814814814814811,29.38,26.87,0.01538375618610065,19269145.222222224,0.2644444444444443,"[0.05179283 0.         0.0876494  0.30278884 0.31075697 0.33067729
 0.4501992  0.5059761  1.        ]",65,2025-12-15,2025-12-25,688172
6,0.2993926402286531,36.37,27.22,0.06770727988675658,28691056.666666668,1.3966666666666665,[0.08415301 0.06010929 0.         0.18797814 0.5726776  1.        ],66,2025-12-26,2026-01-06,688172
2,0.01575246132208164,36.11,35.55,,27368172.0,0.28000000000000114,[0. 1.],67,2026-01-07,2026-01-08,688172
8,0.08423449060899263,38.1,32.54,0.04533233812080462,19238908.0,0.3700000000000001,"[0.4676259  0.33453237 0.11870504 0.         0.12230216 0.71223022
 0.78417266 1.        ]",68,2026-01-09,2026-01-20,688172
6,0.28113879003558706,46.8,35.21,0.07685351666254152,21903948.5,1.711666666666666,[0.11389129 0.         0.08886972 0.25366695 0.39689387 1.        ],69,2026-01-21,2026-01-28,688172
4,-0.09572649572649566,46.8,41.94,0.06045627245294167,25146686.5,-1.1199999999999992,[1.         0.97119342 0.         0.0781893 ],70,2026-01-29,2026-02-03,688172
2,0.07643622200584227,44.22,41.08,,20418938.0,1.5700000000000003,[0. 1.],71,2026-02-04,2026-02-05,688172
8,0.07605633802816905,45.84,41.24,0.02400933183218999,14365289.75,0.40500000000000025,"[0.29565217 0.         0.04130435 0.09130435 0.19782609 0.55652174
 0.6326087  1.        ]",72,2026-02-06,2026-02-25,688172
7,-0.10581891709728153,44.51,36.36,0.06327818809737179,17907816.14285714,-0.6728571428571429,"[1.         0.89447853 0.35705521 0.         0.03067485 0.08220859
 0.42208589]",73,2026-02-26,2026-03-06,688172
4,0.06964790542277052,41.62,38.91,0.026788108543590063,16445845.5,0.6775000000000002,[0.         0.0701107  0.84501845 1.        ],74,2026-03-09,2026-03-12,688172
2,0.08481262327416167,44.0,40.56,,19617924.0,1.7199999999999989,[0. 1.],75,2026-03-13,2026-03-16,688172
4,0.08716136631330967,46.15,42.45,0.04193637323909342,21031295.5,0.9249999999999989,[0.         0.00810811 0.10810811 1.        ],76,2026-03-17,2026-03-20,688172
2,0.0023707918444760886,42.28,42.18,,17265268.0,0.05000000000000071,[0. 1.],77,2026-03-23,2026-03-24,688172
3,-0.0247715247715248,41.58,39.1,0.0683973490246609,15727375.333333334,-0.3433333333333337,[1.         0.         0.58467742],78,2026-03-25,2026-03-27,688172
3,-0.045016077170418015,40.43,37.9,0.05749542041368525,10914641.666666666,-0.6066666666666668,[1.         0.         0.28063241],79,2026-03-30,2026-04-01,688172
4,0.08227334235453312,39.99,36.3,0.05409949372195664,10513099.5,0.7599999999999998,[0.17615176 0.         0.12737127 1.        ],80,2026-04-02,2026-04-08,688172
2,0.02962775386173701,40.66,39.49,,11349813.0,0.5849999999999973,[0. 1.],81,2026-04-09,2026-04-10,688172
3,0.043556701030927965,40.49,38.8,0.01377014615741102,15479664.0,0.5633333333333349,[0.         0.27218935 1.        ],82,2026-04-13,2026-04-15,688172
3,0.024371667936024393,40.35,39.05,0.029643532291279116,13664637.666666666,0.3200000000000003,[0.26153846 0.         1.        ],83,2026-04-16,2026-04-20,688172
2,0.08592554818969925,42.59,39.22,,18749730.5,1.6850000000000023,[0. 1.],84,2026-04-21,2026-04-22,688172
3,0.06719367588932822,43.2,40.48,0.005526546432459575,21034154.0,0.9066666666666686,[0.         0.43382353 1.        ],85,2026-04-23,2026-04-27,688172
5,0.23602327346319246,48.86,39.53,0.052413297017625135,24780549.2,1.8659999999999997,[0.         0.04072883 0.31725616 0.41586281 1.        ],86,2026-04-28,2026-05-07,688172
3,0.045098454372221104,49.36,47.23,0.0005012837870335367,19447605.666666668,0.7100000000000009,[0.         0.50234742 1.        ],87,2026-05-08,2026-05-12,688172
2,0.10309489649518347,53.82,48.79,,29773298.0,2.5150000000000006,[0. 1.],88,2026-05-13,2026-05-14,688172
4,0.14552529182879387,58.88,51.4,0.05037640671100127,30948165.5,1.870000000000001,[0.         0.05748663 0.25802139 1.        ],89,2026-05-15,2026-05-20,688172
8,-0.02325581395348827,9.07,8.62,0.017300031785569197,1884257.375,-0.026249999999999885,"[0.91111111 0.95555556 0.88888889 1.         0.71111111 0.
 0.33333333 0.44444444]",0,2024-09-02,2024-09-11,688432
12,0.5804988662131518,13.94,8.6,0.07223775830248275,5076217.083333333,0.4266666666666666,"[0.0411985  0.02808989 0.         0.03370787 0.03558052 0.04681648
 0.10486891 0.11235955 0.16479401 0.24906367 0.56554307 1.        ]",1,2024-09-12,2024-10-08,688432
4,-0.09090909090909087,13.09,11.5,0.06292749075881267,14822825.75,-0.2974999999999999,[1.         0.72327044 0.         0.25157233],2,2024-10-09,2024-10-14,688432
5,0.09503051438535308,12.56,11.11,0.05355854939513771,10616258.8,0.21799999999999997,[0.24827586 0.08965517 0.         0.74482759 1.        ],3,2024-10-15,2024-10-21,688432
5,0.031045751633986846,12.62,12.24,0.007389884580236793,7932210.8,0.0759999999999998,[0.         0.26315789 0.28947368 0.86842105 1.        ],4,2024-10-22,2024-10-28,688432
3,0.01303993480032601,12.43,12.09,0.030258755118816184,8389496.0,0.05333333333333338,[0.52941176 0.         1.        ],5,2024-10-29,2024-10-31,688432
3,0.08319327731092438,12.89,11.9,0.04735586580451229,14307852.666666666,0.33000000000000007,[0.        0.8989899 1.       ],6,2024-11-01,2024-11-05,688432
4,0.08596214511041009,13.77,12.68,0.029069520682121115,21652573.0,0.27249999999999996,[0.         0.03669725 0.28440367 1.        ],7,2024-11-06,2024-11-11,688432
7,-0.06779661016949153,13.57,11.99,0.03787235906208237,13819822.142857144,-0.13142857142857142,"[1.         0.97468354 0.58860759 0.17088608 0.         0.39873418
 0.41772152]",8,2024-11-12,2024-11-20,688432
8,0.004773269689737509,12.63,11.66,0.030890815618718235,7672044.375,0.007500000000000062,"[0.93814433 0.21649485 0.18556701 0.         0.36082474 0.31958763
 0.63917526 1.        ]",9,2024-11-21,2024-12-02,688432
4,-0.0007993605115907104,12.51,12.38,0.00965538957467237,7833616.0,-0.0024999999999999467,[1.         0.07692308 0.         0.92307692],10,2024-12-03,2024-12-06,688432
3,0.01952807160292923,12.53,12.29,0.001084351654658216,7602328.666666667,0.08000000000000007,[0.         0.45833333 1.        ],11,2024-12-09,2024-12-11,688432
7,-0.007217321571772242,12.47,11.95,0.017308626639585056,7234034.571428572,-0.012857142857142836,"[1.         0.5        0.28846154 0.         0.21153846 0.19230769
 0.82692308]",12,2024-12-12,2024-12-20,688432
2,0.017676767676767596,12.09,11.88,,7045894.5,0.10499999999999954,[0. 1.],13,2024-12-23,2024-12-24,688432
14,-0.09831932773109243,11.99,10.11,0.025122466843039756,5123945.714285715,-0.08357142857142856,"[0.95212766 1.         0.94680851 0.87765957 0.63297872 0.33510638
 0.2287234  0.19680851 0.25       0.11702128 0.12765957 0.
 0.06382979 0.32978723]",14,2024-12-25,2025-01-14,688432
4,0.02077431539187919,10.81,10.59,0.007129847334746862,4727931.25,0.05500000000000016,[0.         0.18181818 0.90909091 1.        ],15,2025-01-15,2025-01-20,688432
4,0.010213556174559072,10.88,10.69,0.010707150823420466,4541899.5,0.027500000000000302,[0.42105263 0.         0.21052632 1.        ],16,2025-01-21,2025-01-24,688432
4,0.06509433962264147,11.29,10.6,0.013965176208264485,5996648.5,0.17249999999999988,[0.         0.24637681 0.82608696 1.        ],17,2025-01-27,2025-02-07,688432
3,0.013297872340425565,11.43,11.12,0.02974239260884022,6155486.0,0.05000000000000012,[0.51612903 0.         1.        ],18,2025-02-10,2025-02-12,688432
11,0.041926851025869655,11.68,10.93,0.014248352467851753,7346492.0,0.04272727272727262,"[0.37333333 0.38666667 0.26666667 0.         0.4        0.48
 0.88       0.81333333 0.82666667 0.98666667 1.        ]",19,2025-02-13,2025-02-27,688432
4,0.17787610619469024,13.31,11.3,0.07731090108709579,19231825.25,0.5025,[0.         0.0199005  0.15422886 1.        ],20,2025-02-28,2025-03-05,688432
8,-0.04597701149425298,13.05,12.14,0.020506614073192382,16403150.75,-0.07500000000000018,"[1.         0.34065934 0.40659341 0.34065934 0.1978022  0.
 0.13186813 0.34065934]",21,2025-03-06,2025-03-17,688432
8,-0.026655896607431347,12.38,11.88,0.010906023867074186,5662416.25,-0.04125000000000001,[1.   0.76 0.7  0.18 0.04 0.1  0.   0.34],22,2025-03-18,2025-03-27,688432
18,-0.046861924686192366,11.95,9.75,0.0484906993112402,6115975.722222222,-0.03111111111111104,"[1.         0.96363636 0.95       0.96363636 0.95454545 0.
 0.26363636 0.38181818 0.50454545 0.67272727 0.72272727 0.70454545
 0.67727273 0.7        0.69090909 0.72727273 0.73636364 0.74545455]",23,2025-03-28,2025-04-23,688432
8,0.03196347031963483,11.3,10.79,0.012131838887253294,3930184.875,0.04375000000000018,"[0.31372549 0.21568627 0.         0.07843137 0.21568627 0.82352941
 0.8627451  1.        ]",24,2025-04-24,2025-05-08,688432
2,0.016201620162016178,11.29,11.11,,3610743.5,0.08999999999999986,[0. 1.],25,2025-05-09,2025-05-12,688432
6,0.007130124777183606,11.3,10.95,0.016258160166136106,3553707.0,0.013333333333333345,[0.77142857 0.85714286 0.17142857 0.         0.68571429 1.        ],26,2025-05-13,2025-05-20,688432
4,-0.015138023152270697,11.23,10.94,0.014694908512844135,3087826.25,-0.04249999999999998,[1.         0.68965517 0.         0.4137931 ],27,2025-05-21,2025-05-26,688432
3,0.007233273056057872,11.14,10.92,0.02319645976211275,3216419.3333333335,0.02666666666666669,[0.63636364 0.         1.        ],28,2025-05-27,2025-05-29,688432
6,-0.016348773841961827,11.01,10.67,0.01331091666866203,3849063.3333333335,-0.029999999999999954,[1.         0.20588235 0.         0.08823529 0.14705882 0.47058824],29,2025-05-30,2025-06-09,688432
16,0.051039697542533,11.12,10.44,0.0082885375193955,3721947.3125,0.03374999999999995,"[0.20588235 0.29411765 0.23529412 0.07352941 0.05882353 0.01470588
 0.05882353 0.         0.05882353 0.26470588 0.52941176 0.76470588
 0.63235294 0.73529412 0.88235294 1.        ]",30,2025-06-10,2025-07-01,688432
7,0.03523035230352309,11.46,10.91,0.01629416358032308,5020403.142857143,0.05571428571428579,"[0.29090909 0.12727273 0.         0.12727273 0.63636364 0.47272727
 1.        ]",31,2025-07-02,2025-07-10,688432
7,0.006113537117903955,11.52,11.28,0.007562946440300345,4844148.285714285,0.01000000000000004,"[0.70833333 0.33333333 0.         0.20833333 0.33333333 0.41666667
 1.        ]",32,2025-07-11,2025-07-21,688432
6,0.02000000000000004,11.73,11.38,0.011347752488722945,5701312.333333333,0.03833333333333341,[0.34285714 0.         0.4        0.85714286 0.65714286 1.        ],33,2025-07-22,2025-07-29,688432
7,0.013675213675213687,11.86,11.51,0.00977960274435667,6163885.0,0.022857142857142878,"[0.54285714 0.         0.05714286 0.4        0.54285714 0.88571429
 1.        ]",34,2025-07-30,2025-08-07,688432
4,0.06250000000000004,12.41,11.68,0.010071833352356546,9460225.5,0.1825000000000001,[0.         0.19178082 0.47945205 1.        ],35,2025-08-08,2025-08-13,688432
3,0.046296296296296204,12.43,11.88,0.002154387874310573,13946830.0,0.183333333333333,[0.         0.52727273 1.        ],36,2025-08-14,2025-08-18,688432
4,0.03664495114006523,12.73,12.28,0.019453236382265,12254929.75,0.11250000000000027,[0.         0.37777778 0.15555556 1.        ],37,2025-08-19,2025-08-22,688432
4,0.007103393843725324,12.76,12.34,0.02785935005441489,15384762.0,0.022499999999999964,[0.78571429 0.57142857 0.         1.        ],38,2025-08-25,2025-08-28,688432
6,-0.048799999999999955,12.57,11.39,0.034394141909799,11851634.333333334,-0.10166666666666657,[0.94067797 1.         0.66949153 0.39830508 0.         0.42372881],39,2025-08-29,2025-09-05,688432
5,0.029686174724342786,12.14,11.43,0.028794677642136533,9034621.4,0.07000000000000028,[0.50704225 0.05633803 0.         0.6056338  1.        ],40,2025-09-08,2025-09-12,688432
8,0.1661073825503356,13.9,11.92,0.029968313830169256,17189770.625,0.24750000000000005,"[0.         0.04040404 0.14141414 0.14646465 0.14646465 0.16161616
 0.56060606 1.        ]",41,2025-09-15,2025-09-24,688432
5,0.02269399707174235,13.97,13.46,0.015957319876758195,22184671.6,0.0620000000000001,[0.39215686 0.07843137 0.         0.37254902 1.        ],42,2025-09-25,2025-10-09,688432
2,0.04432757325319307,13.9,13.31,,21068970.0,0.29499999999999993,[0. 1.],43,2025-10-10,2025-10-13,688432
6,-0.0643712574850299,13.36,12.31,0.028271839521731235,11706458.666666666,-0.14333333333333323,[1.         0.94285714 0.75238095 0.         0.04761905 0.18095238],44,2025-10-14,2025-10-21,688432
4,0.055870445344129514,13.04,12.26,0.022391991706761018,10310850.75,0.17249999999999988,[0.11538462 0.         0.52564103 1.        ],45,2025-10-22,2025-10-27,688432
4,0.028704422032583336,13.26,12.81,0.02229031161081217,12707833.5,0.0924999999999998,[0.17777778 0.         0.         1.        ],46,2025-10-28,2025-10-31,688432
7,0.12548113933795219,14.62,12.65,0.03220093333111681,19156029.0,0.2328571428571427,"[0.17258883 0.08121827 0.         0.24365482 0.43147208 0.51269036
 1.        ]",47,2025-11-03,2025-11-11,688432
2,0.024893314366998553,14.41,14.06,,28130342.0,0.17499999999999982,[0. 1.],48,2025-11-12,2025-11-13,688432
8,-0.10057887120115779,13.82,12.31,0.02734392221224392,15332076.25,-0.17375000000000007,"[1.         0.82781457 0.60264901 0.60927152 0.61589404 0.
 0.00662252 0.0794702 ]",49,2025-11-14,2025-11-25,688432
4,0.042622950819672246,12.72,12.2,0.007450795007654063,9875960.5,0.13000000000000034,[0.         0.5        0.65384615 1.        ],50,2025-11-26,2025-12-01,688432
5,0.0015910898965791228,12.59,12.34,0.01301771678759284,6752957.4,0.003999999999999915,[0.92 0.   0.08 0.52 1.  ],51,2025-12-02,2025-12-08,688432
2,0.010458567980691938,12.56,12.43,,6315709.5,0.06500000000000039,[0. 1.],52,2025-12-09,2025-12-10,688432
3,0.011336032388664014,12.49,12.35,0.004595612790823304,6848331.0,0.046666666666666856,[0.         0.78571429 1.        ],53,2025-12-11,2025-12-15,688432
9,0.029363784665579075,12.62,12.05,0.00985691426435686,7897826.777777778,0.03999999999999994,"[0.36842105 0.24561404 0.         0.05263158 0.28070175 0.47368421
 0.9122807  0.94736842 1.        ]",54,2025-12-16,2025-12-26,688432
9,0.10055865921787709,13.79,12.41,0.01947418304101821,12402066.777777778,0.13999999999999999,"[0.08695652 0.0942029  0.         0.26811594 0.47101449 0.92753623
 0.93478261 0.93478261 1.        ]",55,2025-12-29,2026-01-12,688432
4,0.07985074626865674,14.47,13.32,0.028933389548482624,18106318.0,0.26750000000000007,[0.06956522 0.         0.4        1.        ],56,2026-01-13,2026-01-16,688432
2,0.032304379038047455,14.38,13.93,,19581031.0,0.22500000000000053,[0. 1.],57,2026-01-19,2026-01-20,688432
3,0.009129213483145998,14.37,14.16,0.014459263117483342,15683684.333333334,0.043333333333333,[0.38095238 0.         1.        ],58,2026-01-21,2026-01-23,688432
3,0.04539007092198586,14.74,14.1,0.016311975012399556,17328494.333333332,0.2133333333333335,[0.   0.75 1.  ],59,2026-01-26,2026-01-28,688432
4,-0.023578363384188616,14.43,13.6,0.046904493734013716,14080053.0,-0.08499999999999996,[0.98795181 1.         0.         0.57831325],60,2026-01-29,2026-02-03,688432
4,-0.0035868005738880155,13.94,13.38,0.03511407787277364,8684777.25,-0.012499999999999734,[1.         0.25       0.         0.91071429],61,2026-02-04,2026-02-09,688432
7,0.3121345029239766,17.95,13.68,0.07490798331908256,26300858.714285713,0.61,"[0.         0.11709602 0.18032787 0.21545667 0.26229508 0.95550351
 1.        ]",62,2026-02-10,2026-02-26,688432
5,-0.08210645526613812,17.66,15.27,0.06071825769675449,29104379.2,-0.28999999999999987,[1.         0.51046025 0.         0.33054393 0.39330544],63,2026-02-27,2026-03-05,688432
4,-0.0037759597230963182,15.89,15.57,0.017429827350363778,17472982.25,-0.015000000000000124,[1.     0.     0.6875 0.8125],64,2026-03-06,2026-03-11,688432
3,-0.006451612903225784,15.5,15.25,0.01836009675106272,13170759.333333334,-0.033333333333333215,[1.  0.  0.6],65,2026-03-12,2026-03-16,688432
2,0.028301886792452827,15.26,14.84,,11268719.0,0.20999999999999996,[0. 1.],66,2026-03-17,2026-03-18,688432
5,-0.04897959183673462,14.7,13.64,0.034085882456262394,12638390.8,-0.14399999999999977,[1.         0.81132075 0.         0.22641509 0.32075472],67,2026-03-19,2026-03-25,688432
3,0.010948905109489078,13.85,13.7,0.0015281536594774134,8560745.666666666,0.05000000000000012,[0.  0.4 1. ],68,2026-03-26,2026-03-30,688432
2,0.024571854058078935,13.76,13.43,,8933511.5,0.16500000000000004,[0. 1.],69,2026-03-31,2026-04-01,688432
4,0.087509349289454,14.54,13.37,0.02375827823391325,10043558.25,0.2925,[0.         0.01709402 0.45299145 1.        ],70,2026-04-02,2026-04-08,688432
8,0.0883785664578985,15.64,14.27,0.016775936265718685,10964310.25,0.15875000000000017,"[0.0729927  0.04379562 0.         0.19708029 0.13138686 0.29927007
 0.64233577 1.        ]",71,2026-04-09,2026-04-20,688432
2,0.015523932729624736,15.7,15.46,,12508658.0,0.11999999999999922,[0. 1.],72,2026-04-21,2026-04-22,688432
3,0.026520051746442324,15.87,15.42,0.022464924919631358,14408802.0,0.13666666666666613,[0.08888889 0.         1.        ],73,2026-04-23,2026-04-27,688432
7,0.2266580811332905,19.05,15.35,0.03019837673313691,24215466.0,0.502857142857143,"[0.04864865 0.         0.24054054 0.36756757 0.42972973 0.67837838
 1.        ]",74,2026-04-28,2026-05-11,688432
3,0.027316550615961326,19.18,18.67,0.017820131747639502,28397721.333333332,0.16999999999999935,[0.         0.96078431 1.        ],75,2026-05-12,2026-05-14,688432
3,0.1355661881977672,21.36,18.81,0.023069417438109103,40420634.0,0.8500000000000002,[0.         0.36470588 1.        ],76,2026-05-15,2026-05-19,688432
4,-0.056478405315614676,21.07,19.17,0.06266804678910431,38455465.0,-0.2975000000000003,[1.         0.         0.17368421 0.37368421],77,2026-05-20,2026-05-25,688432
4,0.04223227752639521,6.91,6.63,0.015518873195484265,4304560.0,0.07000000000000006,[0.         0.21428571 0.25       1.        ],0,2024-09-02,2024-09-05,688512
16,0.5206489675516225,10.31,6.28,0.0670953209891235,6089460.9375,0.22062500000000002,"[0.12406948 0.0942928  0.0942928  0.0719603  0.07692308 0.02233251
 0.         0.01736973 0.00496278 0.01240695 0.0719603  0.08933002
 0.15880893 0.27295285 0.57320099 1.        ]",1,2024-09-06,2024-10-08,688512
4,-0.0967056323060574,9.41,8.11,0.06967256452062467,13782026.5,-0.22750000000000004,[1.         0.54615385 0.         0.3       ],2,2024-10-09,2024-10-14,688512
6,0.1985472154963681,9.9,8.02,0.04980754891821582,12936034.5,0.27333333333333343,[0.12765957 0.         0.0212766  0.40425532 0.7712766  1.        ],3,2024-10-15,2024-10-22,688512
4,-0.016494845360824757,9.7,9.4,0.02213973776132538,12238000.0,-0.040000000000000036,[1.         0.         0.23333333 0.46666667],4,2024-10-23,2024-10-28,688512
3,0.04983388704318949,9.48,9.0,0.040061553627357464,10151999.666666666,0.15000000000000036,[0.0625 0.     1.    ],5,2024-10-29,2024-10-31,688512
4,0.297502714440825,11.95,9.13,0.10461120498063244,28318439.0,0.6849999999999996,[0.02836879 0.         0.64893617 1.        ],6,2024-11-01,2024-11-06,688512
3,0.05793450881612086,12.6,11.83,0.050774369449814186,31154160.0,0.22999999999999984,[0.1038961 0.        1.       ],7,2024-11-07,2024-11-11,688512
7,0.10666666666666662,13.28,10.64,0.09517638044373969,24801103.85714286,0.18285714285714277,"[0.51515152 0.45833333 0.33712121 0.         0.04166667 0.85606061
 1.        ]",8,2024-11-12,2024-11-20,688512
2,0.020265003897116118,13.09,12.83,,30918692.0,0.1299999999999999,[0. 1.],9,2024-11-21,2024-11-22,688512
3,0.0643642072213501,13.56,12.28,0.0992362694105861,19604234.0,0.27333333333333343,[0.359375 0.       1.      ],10,2024-11-25,2024-11-27,688512
3,0.05781249999999988,13.54,12.8,0.029011270342927383,20325896.666666668,0.24666666666666615,[0.         0.85135135 1.        ],11,2024-11-28,2024-12-02,688512
7,0.007674597083653218,13.13,12.09,0.04436068801521065,17371501.85714286,0.014285714285714488,"[0.90384615 0.75       0.63461538 0.         0.01923077 0.02884615
 1.        ]",12,2024-12-03,2024-12-11,688512
